,Observation,Study,Species,Organ,CellType,SampleType,Application,Design,Platform,ExperimentalTitle,DescriptionOfExperiment,Keywords,Outlier
0,GSM752709.cel,E-GEOD-30169,Homo sapiens,Aorta,Aorta endothelial cells,Primary culture,Biological compound,E-GEOD-30169 | Homo sapiens | Aorta | Aorta endothelial cells | Primary culture | Biological compound | OxPAPC,Affymetrix GeneChip HT Human Genome U133A,Expression of human aortic endothelial cells treated with or without oxidized phospholipids,"Oxidized phospoholipids are a pro-inflammatory component of minimally modified lipoproteins that get trapped in the subendothelial space of atherosclerotic plaques of large arteries. To model the response of endothelial cells in a pro-atherosclerotic enviroment we measured the expression in primary endothelial cells with and without treatment with oxidized phsopolipids from 96 genetically identical donors of anonymous origin. These samples are an extention of samples of similar origin deposited in GSE20060 Primary human aortic endothelial cells were collected from aortic heart explants of heart transplant donors and cultured in standard cell culture condiditions. At confluence, cells were treated with or without  40 ug/ml oxidized 1-palmitoyl-2-arachidonoyl-sn-glycero-3-phosphatidylcholine (Ox-PAPC) for 4 hours in media 199 containing 1% fetal bovine serum. After 4 hours, the cells were collected for RNA extraction and quantification of transcripts via microarrays.  Application of electronic probe mask (HT_U133Amsk.cdf) on raw data.",Atherosclerosis | Metabolism,No
21,GSM1130777_GOX_bv_LDL5.txt,E-GEOD-46471,Homo sapiens,Lung,Pulmonary artery endothelial cells,Primary culture,Biological compound,E-GEOD-46471 | Homo sapiens | Lung | Pulmonary artery endothelial cells | Primary culture | Biological compound | incubated with glucose oxidase bovine hemoglobin and low density lipoprotein for 8h,Agilent Whole Human Genome Microarray 4x44K 014850 G4112F,Mechanisms of haptoglobin protection against hemoglobin peroxidation triggered endothelial damage,"Extracellular hemoglobin (Hb) has been recognized as a disease trigger in hemolytic conditions such as sickle cell disease, malaria and blood transfusion. In vivo, many of the adverse effects of free Hb can be attenuated by the Hb scavenger acute phase protein haptoglobin (Hp). The primary physiologic disturbances that can be caused be free Hb are found within the cardiovascular system and Hb triggered oxidative toxicity towards the endothelium has been promoted as a potential mechanism. The molecular mechanisms of this toxicity as well as of the protective activities of Hp are not yet clear. Within this study we systematically investigated the structural, biochemical and cell biologic nature of Hb toxicity in an endothelial cell system under peroxidative stress. We identified two principal mechanisms of oxidative Hb toxicity that are mediated by globin degradation products and by modified lipoprotein species, respectively. The two damage pathways trigger diverse and discriminative inflammatory and cytotoxic responses. Hp provides structural stabilization of Hb and shields Hbs oxidative reactions with lipoproteins providing dramatic protection against both pathways of toxicity. By these mechanisms Hp shifts Hbs destructive pseudo-peroxidative reaction into a potential anti-oxidative function during peroxidative stress. HPAEC: A two color common reference design was chosen with 4-8 independent biological replicates of each condition. Each experimental sample (Cy5 labeled) was hybridized against a non-treated reference sample (Cy3 labeled). HUVEC: A two color common reference design was chosen with 3-4 independent biological replicates of each condition. Each experimental sample (Cy5 labeled) was hybridized against a non-treated reference sample (Cy3 labeled).",Oxidative stress,No
22,GSM1130778_GOX_bv_LDL6.txt,E-GEOD-46471,Homo sapiens,Lung,Pulmonary artery endothelial cells,Primary culture,Biological compound,E-GEOD-46471 | Homo sapiens | Lung | Pulmonary artery endothelial cells | Primary culture | Biological compound | incubated with glucose oxidase bovine hemoglobin and low density lipoprotein for 8h,Agilent Whole Human Genome Microarray 4x44K 014850 G4112F,Mechanisms of haptoglobin protection against hemoglobin peroxidation triggered endothelial damage,"Extracellular hemoglobin (Hb) has been recognized as a disease trigger in hemolytic conditions such as sickle cell disease, malaria and blood transfusion. In vivo, many of the adverse effects of free Hb can be attenuated by the Hb scavenger acute phase protein haptoglobin (Hp). The primary physiologic disturbances that can be caused be free Hb are found within the cardiovascular system and Hb triggered oxidative toxicity towards the endothelium has been promoted as a potential mechanism. The molecular mechanisms of this toxicity as well as of the protective activities of Hp are not yet clear. Within this study we systematically investigated the structural, biochemical and cell biologic nature of Hb toxicity in an endothelial cell system under peroxidative stress. We identified two principal mechanisms of oxidative Hb toxicity that are mediated by globin degradation products and by modified lipoprotein species, respectively. The two damage pathways trigger diverse and discriminative inflammatory and cytotoxic responses. Hp provides structural stabilization of Hb and shields Hbs oxidative reactions with lipoproteins providing dramatic protection against both pathways of toxicity. By these mechanisms Hp shifts Hbs destructive pseudo-peroxidative reaction into a potential anti-oxidative function during peroxidative stress. HPAEC: A two color common reference design was chosen with 4-8 independent biological replicates of each condition. Each experimental sample (Cy5 labeled) was hybridized against a non-treated reference sample (Cy3 labeled). HUVEC: A two color common reference design was chosen with 3-4 independent biological replicates of each condition. Each experimental sample (Cy5 labeled) was hybridized against a non-treated reference sample (Cy3 labeled).",Oxidative stress,No
23,GSM1130779_GOX_bv_LDL7.txt,E-GEOD-46471,Homo sapiens,Lung,Pulmonary artery endothelial cells,Primary culture,Biological compound,E-GEOD-46471 | Homo sapiens | Lung | Pulmonary artery endothelial cells | Primary culture | Biological compound | incubated with glucose oxidase bovine hemoglobin and low density lipoprotein for 8h,Agilent Whole Human Genome Microarray 4x44K 014850 G4112F,Mechanisms of haptoglobin protection against hemoglobin peroxidation triggered endothelial damage,"Extracellular hemoglobin (Hb) has been recognized as a disease trigger in hemolytic conditions such as sickle cell disease, malaria and blood transfusion. In vivo, many of the adverse effects of free Hb can be attenuated by the Hb scavenger acute phase protein haptoglobin (Hp). The primary physiologic disturbances that can be caused be free Hb are found within the cardiovascular system and Hb triggered oxidative toxicity towards the endothelium has been promoted as a potential mechanism. The molecular mechanisms of this toxicity as well as of the protective activities of Hp are not yet clear. Within this study we systematically investigated the structural, biochemical and cell biologic nature of Hb toxicity in an endothelial cell system under peroxidative stress. We identified two principal mechanisms of oxidative Hb toxicity that are mediated by globin degradation products and by modified lipoprotein species, respectively. The two damage pathways trigger diverse and discriminative inflammatory and cytotoxic responses. Hp provides structural stabilization of Hb and shields Hbs oxidative reactions with lipoproteins providing dramatic protection against both pathways of toxicity. By these mechanisms Hp shifts Hbs destructive pseudo-peroxidative reaction into a potential anti-oxidative function during peroxidative stress. HPAEC: A two color common reference design was chosen with 4-8 independent biological replicates of each condition. Each experimental sample (Cy5 labeled) was hybridized against a non-treated reference sample (Cy3 labeled). HUVEC: A two color common reference design was chosen with 3-4 independent biological replicates of each condition. Each experimental sample (Cy5 labeled) was hybridized against a non-treated reference sample (Cy3 labeled).",Oxidative stress,No
24,GSM1130780_GOX_bv_LDL8.txt,E-GEOD-46471,Homo sapiens,Lung,Pulmonary artery endothelial cells,Primary culture,Biological compound,E-GEOD-46471 | Homo sapiens | Lung | Pulmonary artery endothelial cells | Primary culture | Biological compound | incubated with glucose oxidase bovine hemoglobin and low density lipoprotein for 8h,Agilent Whole Human Genome Microarray 4x44K 014850 G4112F,Mechanisms of haptoglobin protection against hemoglobin peroxidation triggered endothelial damage,"Extracellular hemoglobin (Hb) has been recognized as a disease trigger in hemolytic conditions such as sickle cell disease, malaria and blood transfusion. In vivo, many of the adverse effects of free Hb can be attenuated by the Hb scavenger acute phase protein haptoglobin (Hp). The primary physiologic disturbances that can be caused be free Hb are found within the cardiovascular system and Hb triggered oxidative toxicity towards the endothelium has been promoted as a potential mechanism. The molecular mechanisms of this toxicity as well as of the protective activities of Hp are not yet clear. Within this study we systematically investigated the structural, biochemical and cell biologic nature of Hb toxicity in an endothelial cell system under peroxidative stress. We identified two principal mechanisms of oxidative Hb toxicity that are mediated by globin degradation products and by modified lipoprotein species, respectively. The two damage pathways trigger diverse and discriminative inflammatory and cytotoxic responses. Hp provides structural stabilization of Hb and shields Hbs oxidative reactions with lipoproteins providing dramatic protection against both pathways of toxicity. By these mechanisms Hp shifts Hbs destructive pseudo-peroxidative reaction into a potential anti-oxidative function during peroxidative stress. HPAEC: A two color common reference design was chosen with 4-8 independent biological replicates of each condition. Each experimental sample (Cy5 labeled) was hybridized against a non-treated reference sample (Cy3 labeled). HUVEC: A two color common reference design was chosen with 3-4 independent biological replicates of each condition. Each experimental sample (Cy5 labeled) was hybridized against a non-treated reference sample (Cy3 labeled).",Oxidative stress,Yes
25,GSM1130781_GOX_bv_LDL9.txt,E-GEOD-46471,Homo sapiens,Lung,Pulmonary artery endothelial cells,Primary culture,Biological compound,E-GEOD-46471 | Homo sapiens | Lung | Pulmonary artery endothelial cells | Primary culture | Biological compound | incubated with glucose oxidase bovine hemoglobin and low density lipoprotein for 8h,Agilent Whole Human Genome Microarray 4x44K 014850 G4112F,Mechanisms of haptoglobin protection against hemoglobin peroxidation triggered endothelial damage,"Extracellular hemoglobin (Hb) has been recognized as a disease trigger in hemolytic conditions such as sickle cell disease, malaria and blood transfusion. In vivo, many of the adverse effects of free Hb can be attenuated by the Hb scavenger acute phase protein haptoglobin (Hp). The primary physiologic disturbances that can be caused be free Hb are found within the cardiovascular system and Hb triggered oxidative toxicity towards the endothelium has been promoted as a potential mechanism. The molecular mechanisms of this toxicity as well as of the protective activities of Hp are not yet clear. Within this study we systematically investigated the structural, biochemical and cell biologic nature of Hb toxicity in an endothelial cell system under peroxidative stress. We identified two principal mechanisms of oxidative Hb toxicity that are mediated by globin degradation products and by modified lipoprotein species, respectively. The two damage pathways trigger diverse and discriminative inflammatory and cytotoxic responses. Hp provides structural stabilization of Hb and shields Hbs oxidative reactions with lipoproteins providing dramatic protection against both pathways of toxicity. By these mechanisms Hp shifts Hbs destructive pseudo-peroxidative reaction into a potential anti-oxidative function during peroxidative stress. HPAEC: A two color common reference design was chosen with 4-8 independent biological replicates of each condition. Each experimental sample (Cy5 labeled) was hybridized against a non-treated reference sample (Cy3 labeled). HUVEC: A two color common reference design was chosen with 3-4 independent biological replicates of each condition. Each experimental sample (Cy5 labeled) was hybridized against a non-treated reference sample (Cy3 labeled).",Oxidative stress,Yes
26,GSM1130782_GOX_Hb1.txt,E-GEOD-46471,Homo sapiens,Lung,Pulmonary artery endothelial cells,Primary culture,Biological compound,E-GEOD-46471 | Homo sapiens | Lung | Pulmonary artery endothelial cells | Primary culture | Biological compound | incubated with glucose oxidase and human hemoglobin for 8h,Agilent Whole Human Genome Microarray 4x44K 014850 G4112F,Mechanisms of haptoglobin protection against hemoglobin peroxidation triggered endothelial damage,"Extracellular hemoglobin (Hb) has been recognized as a disease trigger in hemolytic conditions such as sickle cell disease, malaria and blood transfusion. In vivo, many of the adverse effects of free Hb can be attenuated by the Hb scavenger acute phase protein haptoglobin (Hp). The primary physiologic disturbances that can be caused be free Hb are found within the cardiovascular system and Hb triggered oxidative toxicity towards the endothelium has been promoted as a potential mechanism. The molecular mechanisms of this toxicity as well as of the protective activities of Hp are not yet clear. Within this study we systematically investigated the structural, biochemical and cell biologic nature of Hb toxicity in an endothelial cell system under peroxidative stress. We identified two principal mechanisms of oxidative Hb toxicity that are mediated by globin degradation products and by modified lipoprotein species, respectively. The two damage pathways trigger diverse and discriminative inflammatory and cytotoxic responses. Hp provides structural stabilization of Hb and shields Hbs oxidative reactions with lipoproteins providing dramatic protection against both pathways of toxicity. By these mechanisms Hp shifts Hbs destructive pseudo-peroxidative reaction into a potential anti-oxidative function during peroxidative stress. HPAEC: A two color common reference design was chosen with 4-8 independent biological replicates of each condition. Each experimental sample (Cy5 labeled) was hybridized against a non-treated reference sample (Cy3 labeled). HUVEC: A two color common reference design was chosen with 3-4 independent biological replicates of each condition. Each experimental sample (Cy5 labeled) was hybridized against a non-treated reference sample (Cy3 labeled).",Oxidative stress,No
27,GSM1130783_GOX_Hb2.txt,E-GEOD-46471,Homo sapiens,Lung,Pulmonary artery endothelial cells,Primary culture,Biological compound,E-GEOD-46471 | Homo sapiens | Lung | Pulmonary artery endothelial cells | Primary culture | Biological compound | incubated with glucose oxidase and human hemoglobin for 8h,Agilent Whole Human Genome Microarray 4x44K 014850 G4112F,Mechanisms of haptoglobin protection against hemoglobin peroxidation triggered endothelial damage,"Extracellular hemoglobin (Hb) has been recognized as a disease trigger in hemolytic conditions such as sickle cell disease, malaria and blood transfusion. In vivo, many of the adverse effects of free Hb can be attenuated by the Hb scavenger acute phase protein haptoglobin (Hp). The primary physiologic disturbances that can be caused be free Hb are found within the cardiovascular system and Hb triggered oxidative toxicity towards the endothelium has been promoted as a potential mechanism. The molecular mechanisms of this toxicity as well as of the protective activities of Hp are not yet clear. Within this study we systematically investigated the structural, biochemical and cell biologic nature of Hb toxicity in an endothelial cell system under peroxidative stress. We identified two principal mechanisms of oxidative Hb toxicity that are mediated by globin degradation products and by modified lipoprotein species, respectively. The two damage pathways trigger diverse and discriminative inflammatory and cytotoxic responses. Hp provides structural stabilization of Hb and shields Hbs oxidative reactions with lipoproteins providing dramatic protection against both pathways of toxicity. By these mechanisms Hp shifts Hbs destructive pseudo-peroxidative reaction into a potential anti-oxidative function during peroxidative stress. HPAEC: A two color common reference design was chosen with 4-8 independent biological replicates of each condition. Each experimental sample (Cy5 labeled) was hybridized against a non-treated reference sample (Cy3 labeled). HUVEC: A two color common reference design was chosen with 3-4 independent biological replicates of each condition. Each experimental sample (Cy5 labeled) was hybridized against a non-treated reference sample (Cy3 labeled).",Oxidative stress,No
28,GSM1130784_GOX_Hb3.txt,E-GEOD-46471,Homo sapiens,Lung,Pulmonary artery endothelial cells,Primary culture,Biological compound,E-GEOD-46471 | Homo sapiens | Lung | Pulmonary artery endothelial cells | Primary culture | Biological compound | incubated with glucose oxidase and human hemoglobin for 8h,Agilent Whole Human Genome Microarray 4x44K 014850 G4112F,Mechanisms of haptoglobin protection against hemoglobin peroxidation triggered endothelial damage,"Extracellular hemoglobin (Hb) has been recognized as a disease trigger in hemolytic conditions such as sickle cell disease, malaria and blood transfusion. In vivo, many of the adverse effects of free Hb can be attenuated by the Hb scavenger acute phase protein haptoglobin (Hp). The primary physiologic disturbances that can be caused be free Hb are found within the cardiovascular system and Hb triggered oxidative toxicity towards the endothelium has been promoted as a potential mechanism. The molecular mechanisms of this toxicity as well as of the protective activities of Hp are not yet clear. Within this study we systematically investigated the structural, biochemical and cell biologic nature of Hb toxicity in an endothelial cell system under peroxidative stress. We identified two principal mechanisms of oxidative Hb toxicity that are mediated by globin degradation products and by modified lipoprotein species, respectively. The two damage pathways trigger diverse and discriminative inflammatory and cytotoxic responses. Hp provides structural stabilization of Hb and shields Hbs oxidative reactions with lipoproteins providing dramatic protection against both pathways of toxicity. By these mechanisms Hp shifts Hbs destructive pseudo-peroxidative reaction into a potential anti-oxidative function during peroxidative stress. HPAEC: A two color common reference design was chosen with 4-8 independent biological replicates of each condition. Each experimental sample (Cy5 labeled) was hybridized against a non-treated reference sample (Cy3 labeled). HUVEC: A two color common reference design was chosen with 3-4 independent biological replicates of each condition. Each experimental sample (Cy5 labeled) was hybridized against a non-treated reference sample (Cy3 labeled).",Oxidative stress,No
29,GSM1130785_GOX_Hb4.txt,E-GEOD-46471,Homo sapiens,Lung,Pulmonary artery endothelial cells,Primary culture,Biological compound,E-GEOD-46471 | Homo sapiens | Lung | Pulmonary artery endothelial cells | Primary culture | Biological compound | incubated with glucose oxidase and human hemoglobin for 8h,Agilent Whole Human Genome Microarray 4x44K 014850 G4112F,Mechanisms of haptoglobin protection against hemoglobin peroxidation triggered endothelial damage,"Extracellular hemoglobin (Hb) has been recognized as a disease trigger in hemolytic conditions such as sickle cell disease, malaria and blood transfusion. In vivo, many of the adverse effects of free Hb can be attenuated by the Hb scavenger acute phase protein haptoglobin (Hp). The primary physiologic disturbances that can be caused be free Hb are found within the cardiovascular system and Hb triggered oxidative toxicity towards the endothelium has been promoted as a potential mechanism. The molecular mechanisms of this toxicity as well as of the protective activities of Hp are not yet clear. Within this study we systematically investigated the structural, biochemical and cell biologic nature of Hb toxicity in an endothelial cell system under peroxidative stress. We identified two principal mechanisms of oxidative Hb toxicity that are mediated by globin degradation products and by modified lipoprotein species, respectively. The two damage pathways trigger diverse and discriminative inflammatory and cytotoxic responses. Hp provides structural stabilization of Hb and shields Hbs oxidative reactions with lipoproteins providing dramatic protection against both pathways of toxicity. By these mechanisms Hp shifts Hbs destructive pseudo-peroxidative reaction into a potential anti-oxidative function during peroxidative stress. HPAEC: A two color common reference design was chosen with 4-8 independent biological replicates of each condition. Each experimental sample (Cy5 labeled) was hybridized against a non-treated reference sample (Cy3 labeled). HUVEC: A two color common reference design was chosen with 3-4 independent biological replicates of each condition. Each experimental sample (Cy5 labeled) was hybridized against a non-treated reference sample (Cy3 labeled).",Oxidative stress,No
30,GSM1130786_GOX_Hb5.txt,E-GEOD-46471,Homo sapiens,Lung,Pulmonary artery endothelial cells,Primary culture,Biological compound,E-GEOD-46471 | Homo sapiens | Lung | Pulmonary artery endothelial cells | Primary culture | Biological compound | incubated with glucose oxidase and human hemoglobin for 8h,Agilent Whole Human Genome Microarray 4x44K 014850 G4112F,Mechanisms of haptoglobin protection against hemoglobin peroxidation triggered endothelial damage,"Extracellular hemoglobin (Hb) has been recognized as a disease trigger in hemolytic conditions such as sickle cell disease, malaria and blood transfusion. In vivo, many of the adverse effects of free Hb can be attenuated by the Hb scavenger acute phase protein haptoglobin (Hp). The primary physiologic disturbances that can be caused be free Hb are found within the cardiovascular system and Hb triggered oxidative toxicity towards the endothelium has been promoted as a potential mechanism. The molecular mechanisms of this toxicity as well as of the protective activities of Hp are not yet clear. Within this study we systematically investigated the structural, biochemical and cell biologic nature of Hb toxicity in an endothelial cell system under peroxidative stress. We identified two principal mechanisms of oxidative Hb toxicity that are mediated by globin degradation products and by modified lipoprotein species, respectively. The two damage pathways trigger diverse and discriminative inflammatory and cytotoxic responses. Hp provides structural stabilization of Hb and shields Hbs oxidative reactions with lipoproteins providing dramatic protection against both pathways of toxicity. By these mechanisms Hp shifts Hbs destructive pseudo-peroxidative reaction into a potential anti-oxidative function during peroxidative stress. HPAEC: A two color common reference design was chosen with 4-8 independent biological replicates of each condition. Each experimental sample (Cy5 labeled) was hybridized against a non-treated reference sample (Cy3 labeled). HUVEC: A two color common reference design was chosen with 3-4 independent biological replicates of each condition. Each experimental sample (Cy5 labeled) was hybridized against a non-treated reference sample (Cy3 labeled).",Oxidative stress,No
31,GSM1130787_GOX_Hb6.txt,E-GEOD-46471,Homo sapiens,Lung,Pulmonary artery endothelial cells,Primary culture,Biological compound,E-GEOD-46471 | Homo sapiens | Lung | Pulmonary artery endothelial cells | Primary culture | Biological compound | incubated with glucose oxidase and human hemoglobin for 8h,Agilent Whole Human Genome Microarray 4x44K 014850 G4112F,Mechanisms of haptoglobin protection against hemoglobin peroxidation triggered endothelial damage,"Extracellular hemoglobin (Hb) has been recognized as a disease trigger in hemolytic conditions such as sickle cell disease, malaria and blood transfusion. In vivo, many of the adverse effects of free Hb can be attenuated by the Hb scavenger acute phase protein haptoglobin (Hp). The primary physiologic disturbances that can be caused be free Hb are found within the cardiovascular system and Hb triggered oxidative toxicity towards the endothelium has been promoted as a potential mechanism. The molecular mechanisms of this toxicity as well as of the protective activities of Hp are not yet clear. Within this study we systematically investigated the structural, biochemical and cell biologic nature of Hb toxicity in an endothelial cell system under peroxidative stress. We identified two principal mechanisms of oxidative Hb toxicity that are mediated by globin degradation products and by modified lipoprotein species, respectively. The two damage pathways trigger diverse and discriminative inflammatory and cytotoxic responses. Hp provides structural stabilization of Hb and shields Hbs oxidative reactions with lipoproteins providing dramatic protection against both pathways of toxicity. By these mechanisms Hp shifts Hbs destructive pseudo-peroxidative reaction into a potential anti-oxidative function during peroxidative stress. HPAEC: A two color common reference design was chosen with 4-8 independent biological replicates of each condition. Each experimental sample (Cy5 labeled) was hybridized against a non-treated reference sample (Cy3 labeled). HUVEC: A two color common reference design was chosen with 3-4 independent biological replicates of each condition. Each experimental sample (Cy5 labeled) was hybridized against a non-treated reference sample (Cy3 labeled).",Oxidative stress,No
32,GSM1130788_GOX_Hb7.txt,E-GEOD-46471,Homo sapiens,Lung,Pulmonary artery endothelial cells,Primary culture,Biological compound,E-GEOD-46471 | Homo sapiens | Lung | Pulmonary artery endothelial cells | Primary culture | Biological compound | incubated with glucose oxidase and human hemoglobin for 8h,Agilent Whole Human Genome Microarray 4x44K 014850 G4112F,Mechanisms of haptoglobin protection against hemoglobin peroxidation triggered endothelial damage,"Extracellular hemoglobin (Hb) has been recognized as a disease trigger in hemolytic conditions such as sickle cell disease, malaria and blood transfusion. In vivo, many of the adverse effects of free Hb can be attenuated by the Hb scavenger acute phase protein haptoglobin (Hp). The primary physiologic disturbances that can be caused be free Hb are found within the cardiovascular system and Hb triggered oxidative toxicity towards the endothelium has been promoted as a potential mechanism. The molecular mechanisms of this toxicity as well as of the protective activities of Hp are not yet clear. Within this study we systematically investigated the structural, biochemical and cell biologic nature of Hb toxicity in an endothelial cell system under peroxidative stress. We identified two principal mechanisms of oxidative Hb toxicity that are mediated by globin degradation products and by modified lipoprotein species, respectively. The two damage pathways trigger diverse and discriminative inflammatory and cytotoxic responses. Hp provides structural stabilization of Hb and shields Hbs oxidative reactions with lipoproteins providing dramatic protection against both pathways of toxicity. By these mechanisms Hp shifts Hbs destructive pseudo-peroxidative reaction into a potential anti-oxidative function during peroxidative stress. HPAEC: A two color common reference design was chosen with 4-8 independent biological replicates of each condition. Each experimental sample (Cy5 labeled) was hybridized against a non-treated reference sample (Cy3 labeled). HUVEC: A two color common reference design was chosen with 3-4 independent biological replicates of each condition. Each experimental sample (Cy5 labeled) was hybridized against a non-treated reference sample (Cy3 labeled).",Oxidative stress,No
33,GSM1130789_GOX_Hb8.txt,E-GEOD-46471,Homo sapiens,Lung,Pulmonary artery endothelial cells,Primary culture,Biological compound,E-GEOD-46471 | Homo sapiens | Lung | Pulmonary artery endothelial cells | Primary culture | Biological compound | incubated with glucose oxidase and human hemoglobin for 8h,Agilent Whole Human Genome Microarray 4x44K 014850 G4112F,Mechanisms of haptoglobin protection against hemoglobin peroxidation triggered endothelial damage,"Extracellular hemoglobin (Hb) has been recognized as a disease trigger in hemolytic conditions such as sickle cell disease, malaria and blood transfusion. In vivo, many of the adverse effects of free Hb can be attenuated by the Hb scavenger acute phase protein haptoglobin (Hp). The primary physiologic disturbances that can be caused be free Hb are found within the cardiovascular system and Hb triggered oxidative toxicity towards the endothelium has been promoted as a potential mechanism. The molecular mechanisms of this toxicity as well as of the protective activities of Hp are not yet clear. Within this study we systematically investigated the structural, biochemical and cell biologic nature of Hb toxicity in an endothelial cell system under peroxidative stress. We identified two principal mechanisms of oxidative Hb toxicity that are mediated by globin degradation products and by modified lipoprotein species, respectively. The two damage pathways trigger diverse and discriminative inflammatory and cytotoxic responses. Hp provides structural stabilization of Hb and shields Hbs oxidative reactions with lipoproteins providing dramatic protection against both pathways of toxicity. By these mechanisms Hp shifts Hbs destructive pseudo-peroxidative reaction into a potential anti-oxidative function during peroxidative stress. HPAEC: A two color common reference design was chosen with 4-8 independent biological replicates of each condition. Each experimental sample (Cy5 labeled) was hybridized against a non-treated reference sample (Cy3 labeled). HUVEC: A two color common reference design was chosen with 3-4 independent biological replicates of each condition. Each experimental sample (Cy5 labeled) was hybridized against a non-treated reference sample (Cy3 labeled).",Oxidative stress,No
34,GSM1130790_gox0.txt,E-GEOD-46471,Homo sapiens,Umbilical cord,Umbilical vein endothelial cells,Primary culture,Biological compound,E-GEOD-46471 | Homo sapiens | Umbilical cord | Umbilical vein endothelial cells | Primary culture | Biological compound | incubated with glucose oxidase for 6h,Agilent Whole Human Genome Microarray 4x44K 014850 G4112F,Mechanisms of haptoglobin protection against hemoglobin peroxidation triggered endothelial damage,"Extracellular hemoglobin (Hb) has been recognized as a disease trigger in hemolytic conditions such as sickle cell disease, malaria and blood transfusion. In vivo, many of the adverse effects of free Hb can be attenuated by the Hb scavenger acute phase protein haptoglobin (Hp). The primary physiologic disturbances that can be caused be free Hb are found within the cardiovascular system and Hb triggered oxidative toxicity towards the endothelium has been promoted as a potential mechanism. The molecular mechanisms of this toxicity as well as of the protective activities of Hp are not yet clear. Within this study we systematically investigated the structural, biochemical and cell biologic nature of Hb toxicity in an endothelial cell system under peroxidative stress. We identified two principal mechanisms of oxidative Hb toxicity that are mediated by globin degradation products and by modified lipoprotein species, respectively. The two damage pathways trigger diverse and discriminative inflammatory and cytotoxic responses. Hp provides structural stabilization of Hb and shields Hbs oxidative reactions with lipoproteins providing dramatic protection against both pathways of toxicity. By these mechanisms Hp shifts Hbs destructive pseudo-peroxidative reaction into a potential anti-oxidative function during peroxidative stress. HPAEC: A two color common reference design was chosen with 4-8 independent biological replicates of each condition. Each experimental sample (Cy5 labeled) was hybridized against a non-treated reference sample (Cy3 labeled). HUVEC: A two color common reference design was chosen with 3-4 independent biological replicates of each condition. Each experimental sample (Cy5 labeled) was hybridized against a non-treated reference sample (Cy3 labeled).",Oxidative stress,No
35,GSM1130791_gox1.txt,E-GEOD-46471,Homo sapiens,Umbilical cord,Umbilical vein endothelial cells,Primary culture,Biological compound,E-GEOD-46471 | Homo sapiens | Umbilical cord | Umbilical vein endothelial cells | Primary culture | Biological compound | incubated with glucose oxidase for 6h,Agilent Whole Human Genome Microarray 4x44K 014850 G4112F,Mechanisms of haptoglobin protection against hemoglobin peroxidation triggered endothelial damage,"Extracellular hemoglobin (Hb) has been recognized as a disease trigger in hemolytic conditions such as sickle cell disease, malaria and blood transfusion. In vivo, many of the adverse effects of free Hb can be attenuated by the Hb scavenger acute phase protein haptoglobin (Hp). The primary physiologic disturbances that can be caused be free Hb are found within the cardiovascular system and Hb triggered oxidative toxicity towards the endothelium has been promoted as a potential mechanism. The molecular mechanisms of this toxicity as well as of the protective activities of Hp are not yet clear. Within this study we systematically investigated the structural, biochemical and cell biologic nature of Hb toxicity in an endothelial cell system under peroxidative stress. We identified two principal mechanisms of oxidative Hb toxicity that are mediated by globin degradation products and by modified lipoprotein species, respectively. The two damage pathways trigger diverse and discriminative inflammatory and cytotoxic responses. Hp provides structural stabilization of Hb and shields Hbs oxidative reactions with lipoproteins providing dramatic protection against both pathways of toxicity. By these mechanisms Hp shifts Hbs destructive pseudo-peroxidative reaction into a potential anti-oxidative function during peroxidative stress. HPAEC: A two color common reference design was chosen with 4-8 independent biological replicates of each condition. Each experimental sample (Cy5 labeled) was hybridized against a non-treated reference sample (Cy3 labeled). HUVEC: A two color common reference design was chosen with 3-4 independent biological replicates of each condition. Each experimental sample (Cy5 labeled) was hybridized against a non-treated reference sample (Cy3 labeled).",Oxidative stress,No
